unique_work_order_no,create_date_raw,equipment_asset_no,datetime_open_raw,datetime_closed_raw,vendor_id,vendor_name,clean_work_order_key,maintenance_vehicle_key,maintenance_vendor_key,clean_labor_cost,clean_parts_cost,clean_commercial_cost,clean_total_cost,clean_record_status,alteryx_processed_at,source_table,source_record_id,asset_no,vehicle_id,clean_vehicle_key,clean_vendor_key
WO-2025-001396,2024-04-02 04:15:00,10145,04/02/2024 13:15,2024-04-05 10:15:00,V2014,BlueLine Fuel,WO-2025-001396,10145,V2014,3097.16,1082.35,0.00,4798.66,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001396,10145,VH-10145,VH-10145,V2014
WO-2024-002592,2025-02-17 22:20:00,10145,02/18/2025 02:20,2025-02-22 21:20:00,V2022,Precision Hydraulics,WO-2024-002592,10145,V2022,1439.69,1813.56,508.90,3762.15,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002592,10145,VH-10145,VH-10145,V2022
WO-2024-000066,2025-03-13 16:10:00,10145,2025-03-15 14:10:00,03/20/2025 04:10,V2014,Precision Hydraulics,WO-2024-000066,10145,V2014,1194.35,214.63,0.00,1408.98,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000066,10145,VH-10145,VH-10145,V2014
WO-2026-003098,2024-06-09 08:05:00,10339,2024-06-10 19:05:00,2024-06-13 15:05:00,V2047,Precision Hydraulics,WO-2026-003098,10339,V2047,3873.65,690.25,0.00,4563.90,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003098,10339,VH-10339,VH-10339,V2047
WO-2025-001510,2024-03-17 08:10:00,10339,2024-03-19 00:10:00,2024-03-21 23:10:00,V2001,Precision Hydraulics,WO-2025-001510,10339,V2001,1269.10,1311.69,0.00,2580.79,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001510,10339,VH-10339,VH-10339,V2001
WO-2025-000094,2025-10-08 21:30:00,10339,2025-10-10 16:30:00,2025-10-13 16:30:00,V2067,Partner Mobile Mechanics,WO-2025-000094,10339,V2067,1476.38,2337.63,0.00,3814.01,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000094,10339,VH-10339,VH-10339,V2067
WO-2024-001968,2024-05-26 23:15:00,10339,2024-05-28 14:15:00,2024-06-05 09:15:00,V2022,Precision Hydraulics,WO-2024-001968,10339,V2022,2254.29,148.58,1140.24,3543.11,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001968,10339,VH-10339,VH-10339,V2022
WO-2026-001271,2024-12-12 10:15:00,10339,2024-12-13 18:15:00,2024-12-18 10:15:00,V2063,GreenCharge EV Supply,WO-2026-001271,10339,V2063,1338.30,2407.08,492.45,4237.83,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001271,10339,VH-10339,VH-10339,V2063
WO-2026-001319,2025-01-13 15:00:00,10339,2025-01-15 03:00:00,2025-01-19 09:00:00,V2030,Industrial Equipment Repair,WO-2026-001319,10339,V2030,470.70,1221.38,0.00,1692.08,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001319,10339,VH-10339,VH-10339,V2030
WO-2024-001743,2024-10-03 13:05:00,10339,2024-10-05 07:05:00,2024-10-09 03:05:00,V2061,Apex Maintenance Group,WO-2024-001743,10339,V2061,958.76,2064.47,311.21,3334.44,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001743,10339,VH-10339,VH-10339,V2061
WO-2024-002547,2024-09-08 03:45:00,10339,2024-09-08 16:45:00,2024-09-16 17:45:00,V2065,RoadReady Repairs,WO-2024-002547,10339,V2065,2601.76,666.79,0.00,3268.55,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002547,10339,VH-10339,VH-10339,V2065
WO-2024-003213,2025-10-24 23:10:00,10339,2025-10-26 20:10:00,2025-10-29 06:10:00,V2014,BlueLine Fuel,WO-2024-003213,10339,V2014,2188.53,51.40,343.61,2583.54,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003213,10339,VH-10339,VH-10339,V2014
WO-2026-003965,2026-04-24 10:00:00,10339,2026-04-26 07:00:00,2026-05-02 12:00:00,"",Quick Fuel Prtnrs,WO-2026-003965,10339,"",2830.30,1143.12,0.00,3973.42,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003965,10339,VH-10339,VH-10339,QUICK FUEL PRTNRS
WO-2025-002362,2024-04-08 04:10:00,10339,2024-04-09 13:10:00,04/12/2024 15:10,V2020,Metro Fuel Svc,WO-2025-002362,10339,V2020,169.92,61.58,0.00,231.50,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002362,10339,VH-10339,VH-10339,V2020
WO-2026-001085,2025-11-08 00:00:00,10073,2025-11-08 17:00:00,2025-11-13 06:00:00,V2034,Premier Collision Center,WO-2026-001085,10073,V2034,332.79,1740.19,0.00,2072.98,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001085,10073,VH-10073,VH-10073,V2034
WO-2026-000107,2024-08-21 03:05:00,10073,2024-08-22 08:05:00,2024-08-27 00:05:00,"",Interstate Repair Depot,WO-2026-000107,10073,"",2137.75,172.10,971.31,3281.16,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000107,10073,VH-10073,VH-10073,INTERSTATE REPAIR DEPOT
WO-2025-000673,2026-04-01 09:15:00,10073,2026-04-01 10:15:00,2026-04-04 20:15:00,V2031,Universal Fleet Solutions,WO-2025-000673,10073,V2031,2255.32,87.53,0.00,2342.85,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000673,10073,VH-10073,VH-10073,V2031
WO-2024-002688,2024-04-30 10:15:00,10073,2024-05-01 01:15:00,2024-05-04 08:15:00,V2026,Reliable Truck Service,WO-2024-002688,10073,V2026,62.34,822.08,597.27,1481.69,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002688,10073,VH-10073,VH-10073,V2026
WO-2026-000719,04/29/2024 11:15,10073,2024-04-30 04:15:00,2024-05-04 12:15:00,V2050,Reliable Truck Service,WO-2026-000719,10073,V2050,504.83,2478.03,0.00,2982.86,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000719,10073,VH-10073,VH-10073,V2050
WO-2026-003959,2026-03-06 03:00:00,10073,2026-03-07 05:00:00,2026-03-12 22:00:00,"",Quick Fuel Partners Inc.,WO-2026-003959,10073,"",982.41,303.56,761.79,2047.76,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003959,10073,VH-10073,VH-10073,QUICK FUEL PARTNERS INC.
WO-2025-000937,2026-01-06 22:10:00,10073,2026-01-08 00:10:00,01/10/2026 07:10,V2042,Urban Fleet Maintenance,WO-2025-000937,10073,V2042,1378.06,2434.28,305.34,4972.38,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000937,10073,VH-10073,VH-10073,V2042
WO-2026-001448,2025-08-30 14:30:00,10073,08/30/2025 18:30,2025-09-02 14:30:00,V2033,Unknown Vendor,WO-2026-001448,10073,V2033,665.21,1349.58,473.81,2488.60,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001448,10073,VH-10073,VH-10073,V2033
WO-2025-003832,2026-02-20 04:15:00,10073,2026-02-21 23:15:00,2026-02-25 10:15:00,V2034,Premier Collision Center,WO-2025-003832,10073,V2034,1246.17,2453.93,905.13,5168.56,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003832,10073,VH-10073,VH-10073,V2034
WO-2026-003713,2024-08-23 19:15:00,10073,2024-08-25 16:15:00,2024-08-30 01:15:00,V2044,Green Charge,WO-2026-003713,10073,V2044,629.59,2070.39,714.32,3414.30,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003713,10073,VH-10073,VH-10073,V2044
WO-2025-003922,2024-06-07 11:20:00,10073,2024-06-07 14:20:00,2024-06-13 06:20:00,V2068,Premier Collision Center,WO-2025-003922,10073,V2068,378.33,1524.61,1048.03,2950.97,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003922,10073,VH-10073,VH-10073,V2068
WO-2025-002092,2024-05-24 04:00:00,10073,2024-05-25 18:00:00,2024-05-29 19:00:00,V2041,Evergreen Battery Supply,WO-2025-002092,10073,V2041,426.61,1267.53,225.27,1919.41,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002092,10073,VH-10073,VH-10073,V2041
WO-2024-003315,09/25/2024 03:05,10015,2024-09-25 18:05:00,2024-10-01 13:05:00,V2004,FleetPro Service Center,WO-2024-003315,10015,V2004,1881.34,1882.48,0.00,3763.82,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003315,10015,VH-10015,VH-10015,V2004
WO-2025-002458,2025-11-28 05:00:00,10015,2025-11-28 18:00:00,2025-12-02 05:00:00,V2010,Quick Fuel Partners,WO-2025-002458,10015,V2010,1257.43,1896.99,0.00,3154.42,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002458,10015,VH-10015,VH-10015,V2010
WO-2025-001276,2026-02-03 06:15:00,10015,2026-02-03 07:15:00,02/04/2026 20:15,V2044,Green Charge,WO-2025-001276,10015,V2044,830.24,208.48,73.95,1112.67,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001276,10015,VH-10015,VH-10015,V2044
WO-2025-000142,2024-02-02 20:05:00,10015,2024-02-04 07:05:00,2024-02-10 06:05:00,V9543,Atlas Heavy Truck,WO-2025-000142,10015,V9543,2575.39,936.03,0.00,3511.42,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000142,10015,VH-10015,VH-10015,V9543
WO-2025-003793,2024-05-19 00:10:00,10015,2024-05-19 07:10:00,2024-05-25 08:10:00,V2017,Partner Mobile Mechanics,WO-2025-003793,10015,V2017,1406.63,1732.63,0.00,3139.26,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003793,10015,VH-10015,VH-10015,V2017
WO-2026-001841,2024-01-21 13:20:00,10015,2024-01-23 07:20:00,2024-01-28 18:20:00,V2029,Interstate Repair Depot,WO-2026-001841,10015,V2029,2020.75,1922.87,0.00,3943.62,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001841,10015,VH-10015,VH-10015,V2029
WO-2026-001760,2024-06-23 11:05:00,10015,2024-06-24 09:05:00,2024-06-27 18:05:00,V2052,FastLane PM Services,WO-2026-001760,10015,V2052,2250.40,25.65,0.00,2276.05,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001760,10015,VH-10015,VH-10015,V2052
WO-2025-001027,03/10/2026 07:30,10015,2026-03-11 19:30:00,2026-03-17 00:30:00,V2066,Reliable Truck Service,WO-2025-001027,10015,V2066,2808.35,2300.21,0.00,5108.56,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001027,10015,VH-10015,VH-10015,V2066
WO-2024-002436,2024-04-01 18:05:00,10015,2024-04-02 07:05:00,2024-04-08 19:05:00,V2061,Apex Maintenance Group,WO-2024-002436,10015,V2061,819.16,1101.55,814.81,2735.52,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002436,10015,VH-10015,VH-10015,V2061
WO-2026-003923,2024-08-01 15:05:00,10297,2024-08-03 01:05:00,2024-08-08 12:05:00,V2067,Partner Mobile Mechanics,WO-2026-003923,10297,V2067,2003.00,2006.92,547.37,4557.29,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003923,10297,VH-10297,VH-10297,V2067
WO-2025-003559,2025-05-29 10:00:00,10297,2025-05-30 17:00:00,2025-06-01 23:00:00,V2009,"Joe's Automotive LLC",WO-2025-003559,10297,V2009,2313.95,1449.93,0.00,3763.88,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003559,10297,VH-10297,VH-10297,V2009
WO-2025-002473,2026-01-27 15:05:00,10297,2026-01-28 01:05:00,2026-02-01 15:05:00,V2033,Precision Hydraulics,WO-2025-002473,10297,V2033,1212.74,2207.02,0.00,3419.76,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002473,10297,VH-10297,VH-10297,V2033
WO-2024-001593,2025-05-21 17:00:00,10297,2025-05-23 00:00:00,2025-05-25 12:00:00,V9619,GreenCharge EV Supply,WO-2024-001593,10297,V9619,1953.84,385.90,377.57,2717.31,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001593,10297,VH-10297,VH-10297,V9619
WO-2024-002343,2024-08-11 07:00:00,10297,2024-08-12 13:00:00,2024-08-15 06:00:00,V2062,Apex Maintenance Group,WO-2024-002343,10297,V2062,1125.10,1168.02,0.00,2293.12,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002343,10297,VH-10297,VH-10297,V2062
WO-2025-001672,2024-12-28 08:20:00,10297,2024-12-28 14:20:00,2025-01-01 09:20:00,"",Universal Fleet Solutions,WO-2025-001672,10297,"",1373.73,529.01,0.00,1902.74,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001672,10297,VH-10297,VH-10297,UNIVERSAL FLEET SOLUTIONS
WO-2026-000572,2024-10-12 23:05:00,10297,2024-10-13 09:05:00,2024-10-17 22:05:00,V2057,City Wide Tire and Brake,WO-2026-000572,10297,V2057,1499.23,1193.94,0.00,2693.17,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000572,10297,VH-10297,VH-10297,V2057
WO-2025-000211,2025-01-05 19:15:00,10297,01/07/2025 14:15,01/14/2025 07:15,V2026,Reliable Truck Service,WO-2025-000211,10297,V2026,838.31,1687.98,0.00,2526.29,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000211,10297,VH-10297,VH-10297,V2026
WO-2024-003816,11/05/2025 22:10,10205,2025-11-06 15:10:00,2025-11-13 06:10:00,V2013,Industrial Equipment Repair,WO-2024-003816,10205,V2013,3347.61,1119.24,1003.84,5470.69,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003816,10205,VH-10205,VH-10205,V2013
WO-2026-000713,2024-11-06 02:10:00,10205,2024-11-07 09:10:00,2024-11-10 06:10:00,V2040,Quick Fuel Partners,WO-2026-000713,10205,V2040,2955.91,2492.83,1191.45,6640.19,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000713,10205,VH-10205,VH-10205,V2040
WO-2026-000362,2025-12-25 12:00:00,10205,2025-12-26 19:00:00,2025-12-31 02:00:00,V2056,Precision Hydraulics,WO-2026-000362,10205,V2056,702.21,1115.40,1161.64,2979.25,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000362,10205,VH-10205,VH-10205,V2056
WO-2026-002582,2024-08-12 13:20:00,10205,2024-08-13 22:20:00,08/17/2024 20:20,V2020,Metro Fuel Svc,WO-2026-002582,10205,V2020,2226.87,480.65,0.00,2707.52,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002582,10205,VH-10205,VH-10205,V2020
WO-2025-001957,08/07/2024 17:45,10205,2024-08-08 22:45:00,2024-08-12 03:45:00,V2006,City Wide Tire and Brake,WO-2025-001957,10205,V2006,1010.52,928.25,0.00,1938.77,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001957,10205,VH-10205,VH-10205,V2006
WO-2026-002129,2026-04-05 22:05:00,10205,2026-04-07 19:05:00,2026-04-12 10:05:00,V2044,Green Charge,WO-2026-002129,10205,V2044,866.78,1146.94,0.00,2013.72,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002129,10205,VH-10205,VH-10205,V2044
WO-2026-001646,2024-07-26 05:05:00,10205,2024-07-26 05:05:00,07/29/2024 21:05,V2040,Quick Fuel Partners,WO-2026-001646,10205,V2040,689.93,1443.46,1155.77,3289.16,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001646,10205,VH-10205,VH-10205,V2040
WO-2025-000367,2024-01-16 02:30:00,10315,2024-01-17 00:30:00,2024-01-22 05:30:00,V2056,Precision Hydraulics,WO-2025-000367,10315,V2056,65.24,1341.43,984.93,2391.60,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000367,10315,VH-10315,VH-10315,V2056
WO-2025-002746,2025-05-21 02:00:00,10315,2025-05-22 23:00:00,2025-05-24 07:00:00,V2006,City Wide Tire and Brake,WO-2025-002746,10315,V2006,1072.99,1638.45,412.41,3123.85,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002746,10315,VH-10315,VH-10315,V2006
WO-2024-000729,2025-10-13 02:05:00,10315,2025-10-14 22:05:00,2025-10-21 20:05:00,V2059,Industrial Equipment Repair,WO-2024-000729,10315,V2059,276.09,1188.80,0.00,1464.89,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000729,10315,VH-10315,VH-10315,V2059
WO-2026-003059,2026-03-22 07:20:00,10315,2026-03-24 05:20:00,2026-03-26 21:20:00,V2037,Central Parts Warehouse,WO-2026-003059,10315,V2037,178.51,2146.93,323.39,2648.83,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003059,10315,VH-10315,VH-10315,V2037
WO-2025-001921,2024-08-09 16:30:00,10315,2024-08-09 20:30:00,2024-08-14 02:30:00,V2017,Partner Mobile Mechanics,WO-2025-001921,10315,V2017,417.14,836.72,0.00,1253.86,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001921,10315,VH-10315,VH-10315,V2017
WO-2026-002180,2025-07-31 19:05:00,10315,2025-08-01 03:05:00,2025-08-08 13:05:00,V2033,Precision Hydraulics,WO-2026-002180,10315,V2033,2415.44,2050.11,88.49,4554.04,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002180,10315,VH-10315,VH-10315,V2033
WO-2026-002645,2024-07-19 05:10:00,10315,07/19/2024 05:10,2024-07-23 22:10:00,V2054,Precision Hydraulics,WO-2026-002645,10315,V2054,763.62,947.80,0.00,1711.42,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002645,10315,VH-10315,VH-10315,V2054
WO-2026-002864,2025-05-14 04:10:00,10315,2025-05-16 01:10:00,05/21/2025 02:10,V2049,Precision Hydraulics,WO-2026-002864,10315,V2049,2145.44,1487.73,0.00,3633.17,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002864,10315,VH-10315,VH-10315,V2049
WO-2026-002099,2024-03-23 12:15:00,10315,2024-03-25 01:15:00,2024-03-27 12:15:00,V2060,Midwest Diesel Service,WO-2026-002099,10315,V2060,1351.63,913.87,0.00,2265.50,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002099,10315,VH-10315,VH-10315,V2060
WO-2026-000914,2025-10-30 00:05:00,10315,2025-10-30 23:05:00,2025-11-04 09:05:00,V2066,Reliable Truck Service,WO-2026-000914,10315,V2066,919.05,1230.03,56.36,2205.44,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000914,10315,VH-10315,VH-10315,V2066
WO-2026-000314,2024-11-10 02:20:00,10315,2024-11-11 10:20:00,2024-11-19 11:20:00,V2052,FastLane PM Services,WO-2026-000314,10315,V2052,1754.98,604.55,168.09,2527.62,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000314,10315,VH-10315,VH-10315,V2052
WO-2026-003515,2024-02-22 10:15:00,10298,2024-02-23 04:15:00,2024-02-24 17:15:00,"",Unknown Vendor,WO-2026-003515,10298,"",64.79,359.80,1058.49,1483.08,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003515,10298,VH-10298,VH-10298,UNKNOWN VENDOR
WO-2026-002795,2025-09-28 19:00:00,10298,2025-09-29 14:00:00,2025-10-06 06:00:00,V2006,Superior Body Shop,WO-2026-002795,10298,V2006,315.95,202.86,871.11,1389.92,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002795,10298,VH-10298,VH-10298,V2006
WO-2025-002470,2024-12-07 15:20:00,10298,2024-12-08 14:20:00,2024-12-12 21:20:00,V2001,Precision Hydraulics,WO-2025-002470,10298,V2001,599.83,1057.55,896.57,2553.95,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002470,10298,VH-10298,VH-10298,V2001
WO-2026-003626,2025-09-20 20:10:00,10298,2025-09-21 11:10:00,2025-09-28 23:10:00,V2062,Apex Maintenance Group,WO-2026-003626,10298,V2062,1992.43,2277.60,0.00,4270.03,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003626,10298,VH-10298,VH-10298,V2062
WO-2025-003079,2024-11-03 05:30:00,10298,2024-11-04 00:30:00,2024-11-09 02:30:00,V2049,Precision Hydraulics,WO-2025-003079,10298,V2049,317.85,1235.22,820.11,2373.18,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003079,10298,VH-10298,VH-10298,V2049
WO-2026-001889,2024-02-09 21:00:00,10298,2024-02-10 12:00:00,2024-02-12 09:00:00,V2020,Universal Fleet Solutions,WO-2026-001889,10298,V2020,3872.21,1959.72,0.00,5831.93,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001889,10298,VH-10298,VH-10298,V2020
WO-2026-000908,2026-03-03 00:20:00,10298,2026-03-04 07:20:00,2026-03-12 09:20:00,V2029,Interstate Repair Depot,WO-2026-000908,10298,V2029,3016.05,418.05,1196.90,4631.00,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000908,10298,VH-10298,VH-10298,V2029
WO-2026-003332,2024-08-10 21:10:00,10298,2024-08-10 22:10:00,2024-08-15 19:10:00,V2025,CITYWIDE TIRE,WO-2026-003332,10298,V2025,1058.77,1567.63,0.00,2626.40,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003332,10298,VH-10298,VH-10298,V2025
WO-2026-000875,2025-10-04 11:20:00,10414,2025-10-06 09:20:00,2025-10-13 10:20:00,V2007,"",WO-2026-000875,10414,V2007,1358.16,1882.33,580.77,3821.26,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000875,10414,VH-10414,VH-10414,V2007
WO-2024-002250,2025-05-06 03:10:00,10414,2025-05-08 00:10:00,2025-05-11 10:10:00,V2039,Premier Collision Center,WO-2024-002250,10414,V2039,1790.78,1461.31,0.00,3252.09,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002250,10414,VH-10414,VH-10414,V2039
WO-2024-002694,2024-11-02 10:10:00,10414,2024-11-03 13:10:00,2024-11-05 07:10:00,V2008,Reliable Truck Service,WO-2024-002694,10414,V2008,550.06,9.05,357.16,916.27,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002694,10414,VH-10414,VH-10414,V2008
WO-2025-003106,2024-02-21 22:00:00,10414,2024-02-23 18:00:00,02/28/2024 04:00,"",Universal Fleet Solutions,WO-2025-003106,10414,"",2381.65,410.98,739.71,3532.34,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003106,10414,VH-10414,VH-10414,UNIVERSAL FLEET SOLUTIONS
WO-2025-000985,2026-02-22 03:20:00,10414,2026-02-23 19:20:00,2026-02-27 23:20:00,V2059,Industrial Equipment Repair,WO-2025-000985,10414,V2059,1852.72,1921.88,0.00,3774.60,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000985,10414,VH-10414,VH-10414,V2059
WO-2024-000474,2024-12-30 20:10:00,10414,2025-01-01 06:10:00,2025-01-09 17:10:00,V2035,Premier Collision Center,WO-2024-000474,10414,V2035,1445.91,2151.40,0.00,3597.31,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000474,10414,VH-10414,VH-10414,V2035
WO-2024-002925,2024-09-11 11:10:00,10174,2024-09-11 14:10:00,2024-09-15 11:10:00,V2050,"",WO-2024-002925,10174,V2050,140.53,2215.44,0.00,2355.97,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002925,10174,VH-10174,VH-10174,V2050
WO-2024-002031,05/29/2025 15:05,10174,05/30/2025 10:05,2025-06-09 18:05:00,V2054,Precision Hydraulics,WO-2024-002031,10174,V2054,1323.27,490.85,454.90,2269.02,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002031,10174,VH-10174,VH-10174,V2054
WO-2024-002037,2024-08-18 04:10:00,10174,2024-08-19 17:10:00,2024-08-22 08:10:00,V2024,Green Charge,WO-2024-002037,10174,V2024,2152.65,1139.35,0.00,3292.00,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002037,10174,VH-10174,VH-10174,V2024
WO-2024-002469,2025-09-05 06:05:00,10274,2025-09-05 20:05:00,2025-09-09 01:05:00,V2062,Apex Maintenance Group,WO-2024-002469,10274,V2062,1312.04,1909.93,398.53,3620.50,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002469,10274,VH-10274,VH-10274,V2062
WO-2026-003287,2024-05-06 20:30:00,10274,2024-05-08 04:30:00,2024-05-15 05:30:00,V2040,Quick Fuel Partners,WO-2026-003287,10274,V2040,1495.36,1443.67,978.27,3917.30,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003287,10274,VH-10274,VH-10274,V2040
WO-2026-000179,2024-05-25 01:30:00,10274,2024-05-25 18:30:00,06/03/2024 09:30,V2065,RoadReady Repairs,WO-2026-000179,10274,V2065,1348.07,1416.85,791.64,3556.56,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000179,10274,VH-10274,VH-10274,V2065
WO-2025-001792,2024-08-24 17:20:00,10274,2024-08-26 06:20:00,2024-08-31 03:20:00,V2007,Midwest Diesel Service,WO-2025-001792,10274,V2007,1059.97,396.31,0.00,1456.28,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001792,10274,VH-10274,VH-10274,V2007
WO-2026-002402,2024-03-21 03:30:00,10274,2024-03-21 11:30:00,2024-03-25 13:30:00,V2068,"",WO-2026-002402,10274,V2068,990.18,1091.50,0.00,2081.68,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002402,10274,VH-10274,VH-10274,V2068
WO-2024-002517,2025-03-22 10:45:00,10274,2025-03-23 03:45:00,2025-03-27 02:45:00,"",Industrial Equipment Repair,WO-2024-002517,10274,"",1968.35,2093.50,0.00,4061.85,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002517,10274,VH-10274,VH-10274,INDUSTRIAL EQUIPMENT REPAIR
