assessment_id,assessment_date,vehicle_id,registration_no,Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance,source_system
CA-000500,2025-08-25,VH-10233,LLZ9444,International MV607,65868,Poor,0,6,Electric,AUTO,Electric,66062,2025-08-20,2025-10-15,Leased,3246,14,3,41.6,Good,Needs Service,Good,0,InspectionApp
CA-000501,2024-07-31,VH-10263,IWQ2863,International MV607,132107,Poor,1,9,Gas,Automatic,2000,146739,2023-12-13,2022-10-04,Leased,1555,3,0,43.03,GOOD,Good,Unknown,0,ConditionPortal
CA-000502,2024-10-02,VH-10080,RSK8119,Ford Transit,145854,Good,1,8,HYBRID,,3.5L,160802,2024-08-02,2025-05-10,,2062,1,2,13.45,Poor,Good,WEAK,0,ConditionPortal
CA-000503,04/19/2026,VH-10168,NFK9745,Heavy Truck,164340,Good,1,12,Electric,Automatic,2000,180765,2025-06-06,06/07/2017,,3573,14,2,13.81,Worn Out,Poor,Unknown,0,InspectionApp
CA-000504,2026-01-16,VH-10126,IJQ8906,Van,75009,Good,0,8,Diesel,,Electric,87603,2025-08-24,2022-09-11,Leased,3478,11,2,15.17,GOOD,Needs Service,Weak,1,ConditionPortal
CA-000505,2024-07-18,VH-10219,XJC4753,Silverado,152843,Good,,8,DIESEL,Automatic,2000,169363,2023-09-08,2024-03-24,,4088,4,0,19.29,Worn Out,GOOD,New,1,InspectionApp
CA-000506,2025-08-31,VH-X1610,IGG3248,Toyota Tacoma,94529,Good,1,5,Electric,,2000,94714,2024-10-26,2026-04-09,Leased,2850,10,1,11.42,GOOD,Good,Good,1,InspectionApp
CA-000507,2024-05-16,VH-10382,LBQ5945,Truck,83895,Unknown,,7,Hybrid,AUTO,2.0L,84069,2023-07-13,2025-06-28,,2243,13,0,30.78,Worn,Needs Service,Unknown,1,MaintenanceRiskModel
CA-000508,2025-04-03,VH-10017,HVV1626,Ram 1500,98001,Poor,0,10,petrol,Manual,5.3L,104179,2024-10-12,2022-03-22,Pool,847,7,0,30.45,Good,New,WEAK,0,ConditionPortal
CA-000509,2025-11-01,VH-10108,HRQ9850,Sedan,73355,GOOD,,4,GAS,Automatic,,73262,2025-02-14,2028-07-01,Leased,4169,8,0,48.54,Worn Out,New,Good,1,MaintenanceRiskModel
CA-000510,2024-01-17,VH-10194,SGK9378,Sedan,87316,Good,2,5,EV,AUTO,5.3L,87579,2023-04-18,2025-08-31,Leased,3585,7,0,11.61,GOOD,New,WEAK,0,MaintenanceRiskModel
CA-000511,2025-10-11,VH-10364,GQO7666,Silverado,64769,Unknown,2,4,Hybrid,AUTO,2000,64583,2025-03-21,2028-08-17,Pool,4399,7,0,19.95,New,Good,WEAK,0,ConditionPortal
CA-000512,2025-08-21,VH-10240,PHR2203,Van,55866,Good,1,4,DIESEL,,2000,55699,2025-07-20,08/08/2027,Leased,1980,18,0,11.2,New,Good,Good,0,ConditionPortal
CA-000513,2026-01-01,VH-10063,KMZ1899,Sedan,40350,Unknown,0,3,Diesel,Manual,3.5L,56787,2025-01-08,2029-01-13,Second,4400,17,2,46.87,Worn Out,GOOD,Weak,0,ConditionPortal
CA-000514,2025-09-19,VH-X7648,WBR0650,MV607,262259,Good,,12,Gas,CVT,,262084,2024-08-26,04/12/2019,Leased,2137,19,0,8.7,Poor,Worn,Unknown,1,InspectionApp
CA-000515,2024-07-22,VH-10272,TLC1726,Truck,236989,Unknown,1,12,Electric,AUTO,6.7L,237007,2024-05-29,2018-06-12,Second,2505,13,0,14.06,Worn,Poor,New,0,MaintenanceRiskModel
CA-000516,2025-04-15,VH-10105,UXG4661,Freightliner M2,20718,Poor,1,1,Hybrid,,2500,20435,2024-06-12,2027-12-22,,3521,17,3,36.23,Good,Poor,New,0,InspectionApp
CA-000517,08/16/2024,VH-10327,VGN5882,Toyota Tacoma,167745,GOOD,1,13,Gas,Automatic,Electric,192722,2024-01-21,2019-01-11,Pool,2602,16,3,18.32,Worn,GOOD,Weak,0,MaintenanceRiskModel
CA-000518,11/29/2025,VH-10145,YIL7549,Truck,127294,GOOD,3,7,DIESEL,,2000,136332,2025-01-22,2024-07-15,Pool,817,2,3,36.54,Poor,New,Weak,0,ConditionPortal
CA-000519,2024-06-10,VH-10337,TRL1747,Van,123540,Unknown,0,13,Diesel,Manual,2000,138826,2023-08-16,2016-07-08,Company,3286,11,1,49.19,Good,New,Replace,0,InspectionApp
CA-000520,2025-06-11,VH-10302,EYS5724,Toyota Prius,31120,Average,,2,Gas,,3.5L,31128,2024-06-24,2030-01-02,Leased,816,0,0,8.13,Poor,Needs Service,New,0,MaintenanceRiskModel
CA-000521,2024-01-25,VH-10124,UGT6120,Nissan NV200,99738,Good,,12,EV,,2500,99621,2023-01-15,2020-04-26,Second,3333,16,2,39.31,Good,Needs Service,WEAK,0,MaintenanceRiskModel
CA-000522,2025-06-19,VH-X1521,QEQ7111,Heavy Truck,4674,Unknown,3,1,Gas,AUTO,Electric,9898,2025-01-23,2028-08-24,Leased,3855,11,3,53.19,GOOD,Good,Replace,1,ConditionPortal
CA-000523,07/04/2025,VH-10236,FSR3291,Honda Civic,110185,Poor,3,9,Electric,Manual,Electric,110127,2025-06-04,2020-10-19,Second,2518,6,0,47.71,New,GOOD,WEAK,0,ConditionPortal
CA-000524,2024-05-02,VH-10127,AOH6816,NV200,13987,GOOD,0,1,Diesel,AUTO,6.7L,21090,2023-08-19,2029-09-11,Leased,3797,6,1,30.72,Poor,Needs Service,Unknown,1,ConditionPortal
CA-000525,2026-03-13,VH-10157,DSZ9993,SUV,170550,Poor,1,9,Hybrid,AUTO,Electric,189391,2025-09-27,2026-08-19,Pool,1969,13,0,42.69,Poor,Needs Service,WEAK,0,ConditionPortal
CA-000526,2026-02-11,VH-10085,SDX3385,Silverado,21444,Average,0,2,DIESEL,AUTO,3.5L,21622,2025-12-05,2026-09-24,,2047,4,3,12.21,Worn,Needs Service,WEAK,0,MaintenanceRiskModel
CA-000527,2024-04-16,VH-10167,DZB3524,Toyota Tacoma,105060,Average,2,12,Unleaded,,2500,127953,2023-04-01,2018-10-15,Pool,2199,18,3,15.92,Worn,New,Replace,0,MaintenanceRiskModel
CA-000528,2024-06-23,VH-10192,QQX9268,Toyota Camry,197767,Poor,2,13,Diesel,Manual,Electric,197819,2023-05-27,2019-11-11,Pool,3743,17,2,15.23,Good,Good,Weak,0,MaintenanceRiskModel
CA-000529,2024-03-18,VH-10030,UXH0319,Freightliner M2,38512,Poor,1,2,Diesel,Automatic,2.5L,38602,2023-07-04,02/18/2028,Company,2508,5,1,47.26,GOOD,New,Good,1,MaintenanceRiskModel
CA-000530,2024-11-18,VH-10026,CTE4488,Truck,227219,Unknown,,13,EV,,3.5L,227330,2024-05-07,2018-07-05,,3759,19,1,53.33,Worn,GOOD,WEAK,0,InspectionApp
CA-000531,2024-08-13,VH-10240,PHR2203,Transit,54122,Good,1,4,EV,Automatic,2500,53872,2024-07-28,2027-08-08,Leased,2768,7,0,39.44,New,GOOD,New,0,ConditionPortal
CA-000532,09/11/2025,VH-10377,JIX1955,Prius,237556,Average,1,11,EV,Automatic,Electric,247432,2024-08-08,2019-07-06,,2523,18,0,41.81,Poor,Poor,Unknown,0,MaintenanceRiskModel
CA-000533,2024-08-06,VH-10188,DBW4917,Sedan,194151,GOOD,2,11,Diesel,,Electric,194095,2023-11-03,2020-04-14,Company,1190,16,0,50.62,Poor,Needs Service,WEAK,0,InspectionApp
CA-000534,2024-05-01,VH-10274,SAJ9829,Prius,215178,Unknown,1,13,EV,Automatic,Electric,215236,2024-04-22,2019-02-17,Second,1925,12,1,25.36,Worn,Worn,Weak,0,InspectionApp
CA-000535,2024-01-08,VH-10055,ZVF7828,Nissan NV200,94794,Unknown,0,9,Hybrid,AUTO,,94859,2023-03-10,2022-09-25,,4206,20,0,16.93,Worn Out,Needs Service,Weak,0,MaintenanceRiskModel
CA-000536,2025-11-25,VH-10248,BOH4672,Tacoma,68045,Unknown,2,8,Gas,AUTO,3.5L,76450,2025-10-02,2024-06-30,Leased,3246,6,3,49.28,Worn Out,Good,Good,0,InspectionApp
CA-000537,2025-10-16,VH-10154,CLA8081,International MV607,183224,Average,1,14,Hybrid,,2000,183266,2024-11-17,2015-03-21,Company,2085,15,3,8.6,Worn,Worn,Weak,0,ConditionPortal
CA-000538,2025-03-27,VH-10323,VSV8621,Honda Civic,238896,Average,,11,Diesel,,3.5L,238971,2024-04-10,2018-03-05,Pool,1001,5,0,19.44,Poor,Worn,Good,1,ConditionPortal
CA-000539,2024-08-20,VH-10234,GGF8456,Sedan,69841,Poor,1,5,Gas,,2000,94373,2023-07-25,2027-01-20,Second,2052,20,1,29.99,Good,Needs Service,Good,0,InspectionApp
CA-000540,2024-07-26,VH-10194,SGK9378,Civic,86198,GOOD,0,5,Diesel,Manual,3.5L,86156,2024-01-22,2025-08-31,Company,900,14,0,30.41,New,GOOD,Replace,0,InspectionApp
CA-000541,2024-04-28,VH-10351,TZA9401,Heavy Truck,172123,Average,0,14,Diesel,Manual,2000,172072,2023-03-06,06/30/2016,Company,2830,12,0,13.05,New,Poor,WEAK,0,InspectionApp
CA-000542,2026-04-08,VH-10332,WSP6312,Camry,35303,Unknown,,3,EV,,Electric,53856,2026-01-07,2026-11-24,Leased,1604,8,0,18.43,Poor,Needs Service,Weak,0,MaintenanceRiskModel
CA-000543,2025-05-06,VH-10413,GAD8044,MV607,271910,Good,1,14,EV,AUTO,2500,292791,2025-04-11,2018-01-24,Leased,3097,18,0,12.16,Worn,GOOD,New,1,MaintenanceRiskModel
CA-000544,2025-09-08,VH-X9483,TLJ3701,Silverado,160012,GOOD,,10,Electric,Automatic,3.5L,160111,2025-05-22,2021-12-01,Pool,3465,4,0,39.79,Worn Out,New,Good,1,MaintenanceRiskModel
CA-000545,2024-09-18,,GAD8044,MV607,266787,Unknown,2,14,GAS,,2000,266970,2023-11-09,2018-01-24,Pool,1949,5,1,19.09,Worn Out,New,Good,0,InspectionApp
CA-000546,2025-02-20,VH-10176,RPV1230,Truck,86293,Unknown,1,10,Electric,Manual,2000,109719,2024-03-24,2020-06-16,,4236,14,1,42.42,GOOD,Needs Service,Good,0,MaintenanceRiskModel
CA-000547,2024-01-01,VH-10094,VNX4399,Tacoma,14148,GOOD,1,1,Hybrid,Manual,,34782,2023-05-26,2028-06-14,Second,1439,7,3,16.15,Worn,Worn,Good,1,InspectionApp
CA-000548,2025-07-09,VH-10419,DTO9883,Dodge Ram 1500,16036,Poor,1,1,Unleaded,,Electric,26103,2025-07-08,2030-03-09,Pool,3479,14,1,44.72,Worn,GOOD,New,1,MaintenanceRiskModel
CA-000549,2024-10-09,VH-10222,TKX3597,Toyota Tacoma,15474,Poor,3,2,Hybrid,Automatic,Electric,37581,2023-08-19,2028-12-14,Pool,3320,8,0,46.13,New,New,Weak,0,MaintenanceRiskModel
CA-000550,2024-03-08,VH-10023,NZR7565,Dodge Ram 1500,39744,GOOD,0,3,DIESEL,Manual,Electric,39732,2023-05-27,2028-03-01,Second,4425,18,1,23.29,Worn,GOOD,Replace,0,ConditionPortal
CA-000551,2024-09-18,VH-10124,UGT6120,NV200,100004,Good,1,12,DIESEL,Automatic,2000,100072,2024-08-12,2020-04-26,,1305,12,3,24.98,New,Poor,Good,0,InspectionApp
CA-000552,2026-02-20,VH-10323,VSV8621,Civic,233612,Poor,1,11,Electric,AUTO,Electric,233476,2025-01-14,2018-03-05,Second,3744,15,3,8.78,Poor,New,Weak,1,MaintenanceRiskModel
CA-000553,11/16/2025,VH-10137,HWJ5097,Chevrolet Express,204797,Average,0,14,DIESEL,Manual,3.5L,205029,2024-12-11,2017-07-09,Second,1182,4,0,40.53,Good,Good,Good,0,MaintenanceRiskModel
CA-000554,09/05/2025,VH-10373,FQT4863,Dodge Ram 1500,22156,Good,3,1,Diesel,Manual,3.5L,22453,2024-12-27,2025-12-27,Pool,2213,13,3,10.03,Good,Good,New,0,MaintenanceRiskModel
CA-000555,2024-11-24,VH-10330,YKH6158,Van,239930,Unknown,2,13,DIESEL,AUTO,3.5L,253827,2024-05-05,2016-11-30,Second,2560,0,3,24.57,GOOD,GOOD,Replace,0,ConditionPortal
CA-000556,2024-08-02,VH-10083,CEO8697,Prius,60355,Average,,6,Gas,,,79599,2023-10-30,2022-09-05,Company,3386,10,1,10.02,Poor,Needs Service,Replace,0,InspectionApp
CA-000557,2025-02-12,VH-10363,ZUI7968,Toyota Camry,112208,GOOD,0,13,Hybrid,Manual,3.5L,112313,2024-08-21,09/29/2017,Company,3912,18,0,34.56,Good,Worn,Unknown,1,ConditionPortal
CA-000558,2024-03-30,VH-10380,ZIK8530,Truck,195625,Poor,3,13,DIESEL,Automatic,2500,195854,03/19/2023,2017-10-25,Pool,2077,13,2,8.68,Poor,Needs Service,Unknown,0,ConditionPortal
CA-000559,2025-01-14,VH-10116,EEN0173,Truck,24831,Poor,0,2,Gas,Automatic,,24889,2023-12-04,2030-07-17,Company,1240,12,0,30.91,Poor,GOOD,Replace,0,ConditionPortal
CA-000560,2024-06-10,VH-10098,AKO4598,MV607,233454,Average,2,11,DIESEL,AUTO,3.5L,233676,2024-04-08,2018-07-06,Company,3276,10,0,8.04,Worn Out,Poor,New,0,InspectionApp
CA-000561,2024-02-11,VH-10102,XEV3495,NV200,82571,Good,2,4,Electric,,3.5L,87613,2023-12-31,04/09/2026,Company,2707,0,2,11.84,Worn Out,GOOD,Unknown,0,InspectionApp
CA-000562,2024-03-30,VH-10057,BFF1553,Explorer,241941,GOOD,2,12,Electric,Manual,Electric,241984,02/02/2024,2016-12-22,Company,3196,7,3,50.3,Worn Out,Poor,Weak,1,MaintenanceRiskModel
CA-000563,2025-11-18,VH-10278,UHV7761,Truck,141492,GOOD,3,7,Diesel,AUTO,,141527,2025-03-23,2023-11-03,Company,2795,9,2,44.27,Poor,Good,WEAK,1,ConditionPortal
CA-000564,2024-03-10,VH-10411,PKU3747,Sedan,101182,Poor,,5,Electric,Manual,5.3L,114733,2024-01-17,2023-12-15,Leased,3206,1,2,50.87,Worn,Worn,Weak,0,InspectionApp
CA-000565,2024-02-08,VH-10203,PSW0622,Chevrolet Silverado,148654,Unknown,0,13,DIESEL,,3.5L,164864,2023-04-11,2016-10-09,Second,3653,2,0,43.7,Worn Out,Worn,Weak,1,MaintenanceRiskModel
CA-000566,2024-07-29,VH-10188,DBW4917,Honda Civic,191201,Average,2,11,Gas,AUTO,,209280,2023-09-17,2020-04-14,Company,4088,20,2,43.06,Worn Out,Poor,Good,1,ConditionPortal
CA-000567,2026-02-05,VH-10414,BKN4877,Nissan NV200,113336,Poor,2,10,Diesel,,2500,113254,2025-09-17,2020-08-18,Second,3111,10,0,43.37,Worn Out,GOOD,Good,0,ConditionPortal
CA-000568,2024-01-28,VH-10234,GGF8456,Camry,72184,Poor,2,5,Hybrid,,3.5L,72092,2023-03-27,2027-01-20,Leased,3336,19,1,35.89,New,Good,Unknown,0,ConditionPortal
CA-000569,2024-06-27,VH-10020,TQW4184,Heavy Truck,19300,Unknown,1,1,EV,Automatic,2000,19002,2023-11-24,2030-08-03,Pool,1717,1,3,29.33,GOOD,Good,Unknown,0,InspectionApp
CA-000570,2024-02-27,VH-10311,JLB8055,Sedan,63915,Average,0,3,EV,AUTO,3.5L,63867,2023-05-30,2029-02-15,Leased,1354,16,1,17.56,Poor,Worn,Weak,1,InspectionApp
CA-000571,2025-01-25,,LSI2474,Heavy Truck,133709,GOOD,3,13,EV,CVT,3.5L,133682,2024-03-11,2015-11-27,Second,2021,0,3,41.28,Worn,Worn,Weak,1,ConditionPortal
CA-000572,2025-03-26,VH-10060,YMM4816,Prius,179111,Unknown,0,13,Electric,AUTO,3.5L,199122,2024-02-07,2019-08-24,Second,3428,11,0,41.87,Good,GOOD,New,1,InspectionApp
CA-000573,2024-12-27,VH-10037,HIC4445,Prius,247137,Poor,3,12,Gas,,,247060,2024-04-08,2019-10-08,Pool,2520,3,0,47.88,Worn,GOOD,Good,0,MaintenanceRiskModel
CA-000574,2025-02-16,VH-10061,UPO6972,M2,290792,Poor,0,14,Electric,Manual,Electric,299546,2024-05-13,2017-03-02,Pool,4077,15,2,41.93,GOOD,Poor,Replace,1,MaintenanceRiskModel
CA-000575,2026-03-19,VH-10348,LHS3364,Honda Civic,9965,GOOD,0,1,ELECTRIC,Manual,Electric,33465,2026-02-17,2028-03-09,Second,3905,16,0,51.5,GOOD,Needs Service,Weak,0,ConditionPortal
CA-000576,2024-05-17,VH-10301,BNS3940,Ford F-150,153612,Poor,2,13,Gas,Automatic,2000,168950,2023-11-30,2018-10-29,Company,1245,1,0,8.41,New,GOOD,Good,0,ConditionPortal
CA-000577,2025-06-13,VH-10095,GXW9771,Truck,186228,Average,,9,Electric,Manual,Electric,210463,2025-01-09,09/25/2022,Second,1579,8,0,30.11,New,Needs Service,Weak,1,InspectionApp
CA-000578,2025-12-02,VH-10313,NIP7881,Sierra,233358,Unknown,0,14,Electric,Automatic,,255513,2025-08-15,2015-08-13,Second,1087,0,0,37.03,Poor,Worn,WEAK,0,ConditionPortal
CA-000579,06/25/2025,VH-10042,AMN9740,Chevrolet Express,141487,GOOD,,8,Gas,,,141495,2024-11-11,2021-12-30,Leased,2975,16,2,33.56,Worn Out,Worn,Weak,0,InspectionApp
CA-000580,2025-05-30,VH-10029,QJD5094,Explorer,193684,Good,1,9,EV,Manual,2000,193652,2024-10-13,2021-08-12,Company,2249,2,0,42.02,New,Good,Weak,1,InspectionApp
CA-000581,2024-01-06,VH-10173,XCX9535,Dodge Ram 1500,107712,Unknown,,6,EV,AUTO,,128750,2023-09-15,2023-11-08,,4475,9,0,46.71,GOOD,New,Unknown,0,ConditionPortal
CA-000582,2026-01-12,VH-10297,YRP5424,Transit,164764,Average,1,10,HYBRID,AUTO,2000,164757,2024-11-25,2021-12-14,Company,1696,16,0,47.67,Worn,GOOD,Replace,1,InspectionApp
CA-000583,2024-01-26,VH-10094,VNX4399,Toyota Tacoma,11154,Poor,1,1,Hybrid,Manual,2000,29319,2023-07-08,2028-06-14,Leased,3976,0,2,46.21,Worn Out,Needs Service,Good,0,InspectionApp
CA-000584,2024-03-18,VH-10257,OCE2841,NV200,25262,Good,3,1,DIESEL,,2500,25189,2024-02-10,2024-10-20,Company,3280,6,3,21.34,New,Worn,Weak,0,MaintenanceRiskModel
CA-000585,2024-07-04,VH-10333,JIW8343,Civic,36564,Unknown,1,3,GAS,Manual,6.7L,54943,2023-07-21,2027-09-25,Leased,2707,10,1,30.28,Worn,Good,Unknown,0,ConditionPortal
CA-000586,2024-03-21,VH-10376,PIO5634,Freightliner M2,176538,GOOD,1,8,EV,AUTO,Electric,186052,2023-03-30,2021-03-17,Second,2039,6,2,30.95,Worn Out,Good,Replace,0,InspectionApp
CA-000587,02/06/2024,VH-10024,EVB7698,Truck,69801,Average,3,7,Diesel,Manual,2500,69661,2023-05-31,2024-05-23,Pool,3445,14,0,54.8,New,Needs Service,New,1,InspectionApp
CA-000588,07/19/2024,VH-10366,EFI6964,SUV,17528,Average,0,1,Electric,,3.5L,17402,2024-04-27,2031-06-05,Leased,3535,3,1,32.8,Worn,Needs Service,Unknown,0,InspectionApp
CA-000589,2025-06-12,VH-10267,AEU7281,Van,48161,Good,2,4,EV,AUTO,Electric,55583,2024-12-28,2026-01-22,Leased,3459,3,3,28.72,Poor,GOOD,New,0,ConditionPortal
CA-000590,2024-03-19,VH-10031,ETP9210,SUV,90927,Good,1,7,DIESEL,,,99028,2023-12-08,2022-05-09,Second,2303,9,3,31.89,Good,Worn,Unknown,0,MaintenanceRiskModel
CA-000591,2025-09-29,VH-10103,OJK8171,International MV607,136892,Good,1,13,Electric,Manual,3.5L,149006,2024-11-17,2026-05-30,Second,1638,17,0,43.21,Worn,Needs Service,New,1,InspectionApp
CA-000592,2025-08-18,VH-10092,BHY6208,Van,143526,Average,1,8,Electric,,2500,143326,2025-04-14,2022-05-29,,3815,4,1,8.32,Poor,GOOD,Good,0,InspectionApp
CA-000593,2024-10-16,VH-10007,HZS8306,Truck,38505,Good,1,4,Hybrid,AUTO,Electric,38411,2024-05-06,2025-11-05,Second,2126,0,1,27.49,GOOD,Good,WEAK,0,MaintenanceRiskModel
CA-000594,2025-11-01,VH-10283,AAR2793,Dodge Ram 1500,221916,Unknown,0,11,DIESEL,,,237076,2025-12-22,2017-09-18,,2128,18,1,37.96,GOOD,New,Unknown,0,MaintenanceRiskModel
CA-000595,2024-05-18,VH-10264,IUB5476,GMC Sierra,69049,Average,0,6,Electric,Manual,2000,69078,2023-04-08,2022-12-11,Pool,3023,9,0,46.88,GOOD,Worn,Replace,0,ConditionPortal
CA-000596,2025-04-02,VH-10140,RPT7293,Van,14131,Poor,2,1,Hybrid,,2000,22376,2024-10-18,2028-01-24,Leased,2249,0,3,30.02,Poor,Poor,Weak,1,ConditionPortal
CA-000597,2024-07-05,VH-10012,CUE3923,Explorer,110377,Good,3,13,Electric,,2000,121160,2024-03-08,2017-10-15,Leased,3036,20,0,9.63,Poor,Worn,New,1,ConditionPortal
CA-000598,2025-10-20,VH-10116,EEN0173,GMC Sierra,30000,GOOD,2,2,Electric,Manual,2500,46150,2025-07-30,2030-07-17,Second,2443,19,3,40.18,Worn Out,Needs Service,Replace,0,MaintenanceRiskModel
CA-000599,2024-11-06,VH-10098,AKO4598,MV607,233790,Average,1,11,EV,Automatic,3.5L,233586,2024-05-31,2018-07-06,Pool,3581,3,0,17.87,Worn,Good,New,0,MaintenanceRiskModel
CA-000600,2025-07-06,VH-10302,EYS5724,Prius,33942,Good,3,2,Gas,Automatic,,46072,2024-08-09,2030-01-02,,2609,13,0,22.02,Worn,Poor,New,1,InspectionApp
CA-000601,2024-01-16,VH-10112,IOV3699,Ford F-150,242334,Good,,13,DIESEL,Manual,3.5L,242405,2023-03-06,2017-06-22,Second,1610,20,3,53.35,Worn Out,GOOD,Good,0,ConditionPortal
CA-000602,2025-09-08,VH-10008,EFK0811,Truck,116892,GOOD,2,11,EV,AUTO,3.5L,116636,2024-09-15,2020-08-09,Pool,918,9,3,8.05,Worn,Poor,New,0,ConditionPortal
CA-000603,2024-08-19,VH-10167,DZB3524,Truck,107997,Unknown,0,12,Electric,AUTO,3.5L,108007,2024-07-16,2018-10-15,,1637,2,2,18.13,Worn,Worn,Good,1,MaintenanceRiskModel
CA-000604,2024-03-18,VH-10318,ZBP8835,Truck,22353,Poor,1,3,ELECTRIC,Automatic,2500,35595,2024-01-09,2029-02-03,,3222,9,0,21.2,Poor,GOOD,Replace,0,ConditionPortal
CA-000605,2025-03-21,VH-10278,UHV7761,F-150,142536,Good,3,7,Hybrid,,3.5L,159351,2024-08-18,2023-11-03,,2813,13,0,54.09,New,Good,Weak,0,InspectionApp
CA-000606,2025-08-22,VH-10030,UXH0319,Heavy Truck,40518,Average,0,2,Diesel,AUTO,3.5L,40432,2025-05-23,2028-02-18,Second,3271,18,1,9.46,New,New,WEAK,0,ConditionPortal
CA-000607,2025-01-19,VH-10369,WQL9936,Toyota Camry,21639,Poor,0,2,DIESEL,AUTO,Electric,21397,05/13/2024,2028-06-12,Leased,1846,2,0,19.44,Good,GOOD,Replace,0,ConditionPortal
CA-000608,2026-01-05,VH-10142,QLD6274,Truck,93160,Average,1,7,Hybrid,Automatic,,93402,2025-01-24,2024-10-28,Leased,3593,9,0,16.43,Worn,Worn,Good,1,ConditionPortal
CA-000609,2025-11-03,VH-10385,JGJ8528,F-150,130010,GOOD,,6,Diesel,,5.3L,150230,2024-09-19,2025-05-25,Second,1972,19,0,51.34,Worn,Poor,Replace,1,MaintenanceRiskModel
CA-000610,2024-09-16,VH-10099,UNF9112,Sedan,264946,Poor,0,13,Gasoline,,Electric,283902,2024-07-28,2016-09-13,Pool,2420,20,3,8.75,Good,Poor,New,1,ConditionPortal
CA-000611,2024-09-23,VH-10386,YMM4816,Transit,93179,Good,0,9,Diesel,,3.5L,115866,2024-10-18,01/12/2023,Company,1679,15,3,10.87,GOOD,GOOD,Weak,0,InspectionApp
CA-000612,2024-10-06,VH-10237,JXH0864,Honda Civic,63018,Good,1,6,DIESEL,Manual,3.5L,63162,2024-12-09,2024-04-12,Pool,3973,4,2,39.26,Good,GOOD,Weak,1,MaintenanceRiskModel
CA-000613,2024-10-18,VH-10017,HVV1626,Dodge Ram 1500,96670,Average,3,10,DIESEL,CVT,2000,102181,2024-02-07,2022-03-22,Pool,2812,0,0,9.83,Worn Out,Good,Replace,0,ConditionPortal
CA-000614,2024-10-07,VH-10076,OAF5532,Ford F-150,177922,Good,2,10,DIESEL,,3.5L,185728,2024-05-10,2019-07-24,Second,1545,19,0,10.28,Worn Out,Worn,Unknown,0,MaintenanceRiskModel
CA-000615,2025-04-09,VH-10077,DKC1754,Ford Transit,236401,Poor,0,11,EV,Automatic,Electric,243902,2024-02-25,2026-08-13,Pool,2597,13,3,16.73,Worn,New,New,0,ConditionPortal
CA-000616,2024-01-30,VH-10052,ZXN1029,Toyota Tacoma,63050,Unknown,0,4,Hybrid,Automatic,2500,63158,2023-07-28,2027-09-30,Second,1252,1,2,31.33,GOOD,New,Unknown,0,MaintenanceRiskModel
CA-000617,2025-06-18,VH-10340,CLY0078,Van,42136,Good,0,2,Electric,AUTO,Electric,58152,2024-05-27,2028-01-05,,1607,13,0,51.64,Poor,New,New,0,InspectionApp
CA-000618,2026-04-17,VH-10045,DRT1992,Truck,89821,GOOD,0,6,Hybrid,,3.5L,89884,2025-05-07,2022-09-09,Pool,2284,6,0,49.45,New,GOOD,Weak,0,InspectionApp
CA-000619,2024-12-08,VH-10382,LBQ5945,Ford F-150,82637,Average,,7,EV,Automatic,,97189,2024-05-04,2026-01-01,Company,2877,4,0,49.6,Worn,Needs Service,WEAK,1,ConditionPortal
CA-000620,2024-09-16,VH-10317,XCW5305,Nissan NV200,193165,Unknown,0,9,Hybrid,Automatic,,198632,2024-07-18,2021-04-17,Second,4364,11,0,11.88,New,Poor,Weak,1,MaintenanceRiskModel
CA-000621,2025-05-12,VH-10366,EFI6964,Explorer,22334,Unknown,0,1,Electric,AUTO,Electric,22356,2025-02-06,2031-06-05,Leased,3257,2,1,21.04,Good,GOOD,Weak,0,ConditionPortal
CA-000622,2025-03-20,VH-10394,QLL6021,Truck,112682,GOOD,3,6,GAS,Automatic,Electric,112630,2025-01-21,03/06/2024,Pool,1849,15,0,50.58,Poor,Worn,WEAK,1,InspectionApp
CA-000623,2026-01-29,VH-10170,WPB7166,Express,62431,Average,2,3,Gas,AUTO,2500,76902,2025-02-13,2029-06-17,,2430,14,2,32.12,Good,GOOD,Weak,0,ConditionPortal
CA-000624,2025-10-08,VH-10306,ZKO2347,Van,63871,Poor,0,3,GAS,Manual,2000,75946,2025-01-20,2029-02-10,Company,2222,12,0,11.25,Good,Worn,New,1,ConditionPortal
CA-000625,2024-10-04,VH-10222,TKX3597,Truck,22456,GOOD,,2,EV,,2000,22457,2024-06-25,2028-12-14,Pool,2180,13,1,53.23,GOOD,Good,Unknown,0,MaintenanceRiskModel
CA-000626,2024-11-10,VH-10125,XYD8116,Honda Civic,103090,Poor,,5,EV,Manual,Electric,125233,2024-06-07,2025-10-03,Company,1660,14,2,37.99,Good,Worn,New,0,InspectionApp
CA-000627,2026-02-26,VH-10121,TMC0788,Heavy Truck,53983,Poor,0,4,EV,Manual,3.5L,53801,2025-03-16,2025-06-28,,1185,10,0,54.58,Worn,New,New,0,MaintenanceRiskModel
